Artist Name,Album Name,Song Name,Duration (seconds)
"TANGOWHISKYMAN","TANGOWHISKYMAN","Big Mistake (Pentigalon)",201.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Bubblehead",195.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Limplimb (Moonlight Ebb)",387.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Lucas",189.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Me & My Dirty Conscience",178.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Mongolian Lambs",211.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Something Wrong With You",235.00
"TANGOWHISKYMAN","TANGOWHISKYMAN","Words of a Pinchman",251.00
"Tatico Henríquez","26 éxitos","El amanecer",165.13
"Tatico Henríquez","26 éxitos","Historia de E. Blanco",171.60
"Tatico Henríquez","26 éxitos","La Magdalena",175.87
"Tatico Henríquez","26 éxitos","La última moda",171.57
"Tatico Henríquez","26 éxitos","Mañana me voy",173.83
"Tatico Henríquez","26 éxitos","Para que llorar",177.87
"Tatico Henríquez","26 éxitos","Si fueras celoso",148.87
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","En tus lindos labios",
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","La agarradera",185.40
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","La cama",174.63
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","La Mamájuana",176.17
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","La mujer es una flor",
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","Las mujeres ajenas",182.37
"Tatico Henríquez","Trio Reynoso con Tatico vol. 1","Si tatico se levanta",
"Teodoro Reyes","Corazón de hierro","Corazón de hierro",247.00
"Teodoro Reyes","Dobletazo","Con los Crespos Hechos",422.60
"Teodoro Reyes","Dobletazo","El Envidioso",249.69
"Teodoro Reyes","Dobletazo","La Mujer Que Yo Más Quiero",282.79
"Teodoro Reyes","Dobletazo","Lo Que Paso en Mi Pueblo",327.44
"Teodoro Reyes","Dobletazo","Mujer Sin Alma",373.52
"Teodoro Reyes","Dobletazo","Rubia de Mis Amores",248.56
"Teodoro Reyes","Dobletazo","Valor de Hombre",252.69
"Teodoro Reyes","Sentimiento de almas","Secreto de amor",248.04
"Teodoro Reyes","Sentimiento de almas","Solor viviré",294.43
"Tercer Cielo","Ahora tengo más","Ahora tengo más",250.00
"Tercer Cielo","Ahora tengo más","Canta",235.00
"Tercer Cielo","Ahora tengo más","Como en la televisión",257.00
"Tercer Cielo","Ahora tengo más","El me diseñó",245.00
"Tercer Cielo","Ahora tengo más","El reina (feat. Rene Gonzalez Roberto Orellana Y Isabelle)",280.00
"Tercer Cielo","Ahora tengo más","Hoy te permito odiar",266.00
"Tercer Cielo","Ahora tengo más","Inténtalo",272.00
"Tercer Cielo","Ahora tengo más","Orar contigo otra vez",284.00
"Tercer Cielo","Ahora tengo más","Santa Cena (feat. Pastor Magdiel Taveras)",239.00
"Tercer Cielo","Ahora tengo más","Santo Domingo",254.00
"Tercer Cielo","Ahora tengo más","Un día mejor",254.00
"Tercer Cielo","Ahora tengo más","Vuela aguila",261.00
"Tercer Cielo","Comenzar de cero","Comenzar de cero",230.79
"Tercer Cielo","El Dios de lo extraordinario","El Dios de lo extraordinario (feat. Inlight)",244.16
"Tercer Cielo","Eternamente enamorados","Amor real",254.00
"Tercer Cielo","Eternamente enamorados","Así es el amor",227.00
"Tercer Cielo","Eternamente enamorados","Desde el principio",281.00
"Tercer Cielo","Eternamente enamorados","Desde el principio (cumbia)",267.00
"Tercer Cielo","Eternamente enamorados","El poder de un lo siento",238.00
"Tercer Cielo","Eternamente enamorados","Enamorados",263.00
"Tercer Cielo","Eternamente enamorados","Entre tú y yo",248.00
"Tercer Cielo","Eternamente enamorados","Lindo viaje",246.00
"Tercer Cielo","Eternamente enamorados","No importa",266.00
"Tercer Cielo","Eternamente enamorados","No tengas miedo",254.00
"Tercer Cielo","Eternamente enamorados","Todavía",238.00
"Tercer Cielo","Eternamente enamorados","Tu amor en un sueño",220.00
"Tercer Cielo","Gente común, sueños extraordinarios","Creeré",304.41
"Tercer Cielo","Gente común, sueños extraordinarios","Entre tú y yo",250.52
"Tercer Cielo","Gente común, sueños extraordinarios","Exagerado amor",281.43
"Tercer Cielo","Gente común, sueños extraordinarios","Mi último día",217.00
"Tercer Cielo","Gente común, sueños extraordinarios","No tengas miedo",256.20
"Tercer Cielo","Gente común, sueños extraordinarios","Tu amor es un sueño",222.00
"Tercer Cielo","Historia de amor","Amor de siempre",207.00
"Tercer Cielo","Historia de amor","Como en la televisión",257.00
"Tercer Cielo","Historia de amor","Cuando el primer amor se va",280.00
"Tercer Cielo","Historia de amor","Desde el principio",268.00
"Tercer Cielo","Historia de amor","Ella y él",265.00
"Tercer Cielo","Historia de amor","Enamorados",261.00
"Tercer Cielo","Historia de amor","Más de lo que pedí",227.00
"Tercer Cielo","Historia de amor","Oh nena",265.00
"Tercer Cielo","Historia de amor","Todavía",239.00
"Tercer Cielo","Hollywood","Cada día",247.64
"Tercer Cielo","Hollywood","Héroe (acústico)",190.44
"Tercer Cielo","Llueve","Desde el principio",279.92
"Tercer Cielo","Llueve","Desde el principio (cumbia)",266.09
"Tercer Cielo","Llueve","Enamorados",262.63
"Tercer Cielo","Llueve","No importa",265.71
"Tercer Cielo","Llueve","Todavía",237.64
"Tercer Cielo","Lo que el viento me enseñó","Mira lo que haz hecho",219.00
"Tercer Cielo","Me dejó abrazar","Me dejó abrazar",213.62
"Tercer Cielo","Navidad","Es navidad",236.05
"Tercer Cielo","Navidad","Este es mi año",268.49
"Tercer Cielo","Navidad","Maria sabias que",219.17
"Tercer Cielo","Navidad","Para niños como yo",241.43
"Tercer Cielo","Navidad","Pista 1",274.76
"Tercer Cielo","Navidad","Pista 2",172.93
"Tercer Cielo","Navidad","Pista 3",233.03
"Tercer Cielo","Navidad","Pista 4",251.24
"Tercer Cielo","Navidad","Venid y adoremos",263.08
"Tercer Cielo","Navidad","Yo amo la navidad",268.47
"Tercer Cielo","Oro por Ti","Oro por Ti",
"Tercer Cielo","Otra vez aquí","Otra vez aquí",212.14
"Tercer Cielo","Quiero pedir perdón","Quiero pedir perdón",254.07
"Tercer Cielo","Ten calma","Ten calma",208.00
"Tercer Cielo","Tercer Cielo","Agua viva",219.00
"Tercer Cielo","Tercer Cielo","Algún día",248.00
"Tercer Cielo","Tercer Cielo","Bajo control",244.00
"Tercer Cielo","Tercer Cielo","Contigo estoy",280.00
"Tercer Cielo","Tercer Cielo","Cuando el primer amor de va",280.00
"Tercer Cielo","Tercer Cielo","Dios no te olvida",218.00
"Tercer Cielo","Tercer Cielo","Ella y él",265.00
"Tercer Cielo","Tercer Cielo","En el aire",202.00
"Tercer Cielo","Tercer Cielo","Hazla volver",274.00
"Tercer Cielo","Tercer Cielo","Héroe",225.00
"Tercer Cielo","Tercer Cielo","Más de lo que pedí",227.00
"Tercer Cielo","Toma mi mano","Toma mi mano",215.76
"Tercer Cielo","Tú fuiste","Tú fuiste (feat. Ariel Kelly)",200.20
"Tercer Cielo","Viaje a las estrellas","Amor real",256.00
"Tercer Cielo","Viaje a las estrellas","Así es el amor",230.00
"Tercer Cielo","Viaje a las estrellas","El cielo es el límite",249.00
"Tercer Cielo","Viaje a las estrellas","El poder de un lo siento",241.00
"Tercer Cielo","Viaje a las estrellas","En el justo momento",264.00
"Tercer Cielo","Viaje a las estrellas","Estaré",206.00
"Tercer Cielo","Viaje a las estrellas","Final del camino",261.00
"Tercer Cielo","Viaje a las estrellas","Junto a mí",227.00
"Tercer Cielo","Viaje a las estrellas","Lindo viaje",248.00
"Tercer Cielo","Viaje a las estrellas","Más que vencedor",254.00
"Tercer Cielo","Viaje a las estrellas","Tu amor no es de este mundo",245.00
"Tercer Cielo","Viaje a las estrellas","Un día mejor",248.00
"Tercer Cielo","Viene de Ti","Viene de Ti",255.54
"The Cat Lady","Rorschachs","Setlle",210.00
"The Cat Lady","Rorschachs","Y Don´t U",168.00
"The Cat Lady","Rorschachs","You´re The One Who´s Crazy",197.00
"Tito Chicoma","Salsometro vol. 1","Coqueta / Usted abusó",
"Tito Chicoma","Salsometro vol. 1","El capitán / Sí pudiera / Juanita Morel",
"Tito Chicoma","Salsometro vol. 1","No me engañes / Ana y saoco",200.01
"Tito Chicoma","Vol. VII (Volumen 2)","Cariño malo",
"Tito Chicoma","Vol. VII (Volumen 2)","El Hablador",222.07
"Tito Chicoma","Vol. VII (Volumen 2)","Extravio",
"Tito Chicoma","Vol. VII (Volumen 2)","Fuego en el 23",
"Tito Chicoma","Vol. VII (Volumen 2)","Jose Antonio",
"Tito Chicoma","Vol. VII (Volumen 2)","Para ti",
"Tito Chicoma","Vol. VII (Volumen 2)","Que soledad",
"Tito Chicoma","Vol. VII (Volumen 2)","Que va",
"Tito Chicoma","Vol. VII (Volumen 2)","Tito's descarga",
"Tito Chicoma","Vol. VII (Volumen 2)","Un fracaso mas que importa",
"Tivi Gunz","Pícala","Pícala",193.00
"Tivi Gunz","Radio","Radio",232.31
"Tony Berroa","El solterito del este y los reyes del este","El que no baila bachata ta' quedao",202.13
"Tony Seval","La combinación perfecta","A nadie le importa",257.60
"Tony Seval","La combinación perfecta","El alicate",275.07
"Tony Seval","La combinación perfecta","El candado del amor",225.96
"Tony Seval","La combinación perfecta","El cheque",235.09
"Tony Seval","La combinación perfecta","El motor",224.87
"Tony Seval","La combinación perfecta","Felicidades",239.57
"Tony Seval","La combinación perfecta","Hello",292.71
"Tony Seval","La combinación perfecta","Porque tú me gustas",237.17
"Tony Seval","La combinación perfecta","Tú mi cigarrillo",264.73
"Tony Seval","La combinación perfecta","Un poco más",265.53
"Tony Seval","La combinación perfecta","Ven llévame contigo",259.49
"Tony Seval","La combinación perfecta","Y tú no correspondes",231.37
"Tony Seval","Tony Seval & Orquesta","Vuelvas pa' que",
"Topo la Máskara","Mareo","Mareo",173.00
"Topo la Máskara","Socadona","Socadona",186.00
"Topo la Máskara","Tic tac","Tic tac",176.29
"Topo la Máskara","Verdinha","Verdinha",160.40
"Topo la Máskara","Verdinha (Remix)","Verdinha (Remix)",232.72
"Tribu del Sol","Buscando Una Razón","Búscame",
"Tribu del Sol","Buscando Una Razón","Buscando Una Razón",
"Tribu del Sol","Buscando Una Razón","Como Si No Pensaras",
"Tribu del Sol","Buscando Una Razón","Cuando Ya No Estas",
"Tribu del Sol","Buscando Una Razón","Darte Solo Un Poco",
"Tribu del Sol","Buscando Una Razón","Dicen Ser",
"Tribu del Sol","Buscando Una Razón","Donde Están?",
"Tribu del Sol","Buscando Una Razón","Mi Mundo Gira",
"Tribu del Sol","Buscando Una Razón","Nisiquiera El Sol",
"Tribu del Sol","Buscando Una Razón","No Me Dejes Morir",
"Tribu del Sol","Buscando Una Razón","Por Tí",
"Vakeró","Axi90 (Remix)","Axi90 - Remix",193.22
"Vakeró","Una vaina loca (All Star remix)","Una vaina loca (All Star remix)",294.83
"Víctor Irizarry","Hits clásicos Victor Irizarry","El pilón de Juana",191.53
"Víctor Irizarry","Hits clásicos Victor Irizarry","La piquiña",241.90
"Víctor Irizarry","Hits clásicos Victor Irizarry","La pregunta",244.46
"Víctor Irizarry","Hits clásicos Victor Irizarry","Que celosa",267.01
"Víctor Irizarry","Hits clásicos Victor Irizarry","Una canción de amor",243.61
"Víctor Irizarry","La nueva fuerza","Conformidad",
"Víctor Irizarry","La nueva fuerza","Enamorado",
"Víctor Irizarry","La nueva fuerza","Mosaico romantico",
"Víctor Irizarry","La nueva fuerza","Si piensas en volver",
"Víctor Irizarry","La voa sazona","La voa sazona",214.61
"Víctor Irizarry","Victor Irizarry y su Orquesta","Al son del pilón",
"Víctor Irizarry","Victor Irizarry y su Orquesta","Creí",
"Víctor Irizarry","Victor Irizarry y su Orquesta","El guaya e’ Catalina",
"Víctor Irizarry","Victor Irizarry y su Orquesta","El pai y la mai",
"Víctor Irizarry","Victor Irizarry y su Orquesta","Los nervios",
"Víctor Irizarry","Victor Irizarry y su Orquesta","Reina de las flores",
"Víctor Irizarry","Victor Irizarry y su Orquesta","Tu amigo no",
"Víctor Irizarry","Victor Irizarry y su Orquesta","Virgencita del Consuelo",
"Víctor Irizarry","Victor Irizarry y... su Orquesta","El pilón",
"Víctor Irizarry","Victor Irizarry y... su Orquesta","La chancleta",229.92
"Víctor Irizarry","Victor Irizarry y... su Orquesta","La soga",196.01
"Víctor Irizarry","Victor Irizarry y... su Orquesta","Llévame contigo",187.42
"Víctor Irizarry","Victor Irizarry y... su Orquesta","Recuerdos",262.45
"Víctor Irizarry","Victor Irizarry y...su Orquesta","El fucú",158.80
"Víctor Irizarry","Victor Irizarry y...su Orquesta","El tiempo",254.77
"Víctor Irizarry","Victor Irizarry y...su Orquesta","Pa' que comamo to'",155.79
"Víctor Irizarry","Victor Irizarry y...su Orquesta","Triste señora",230.58
"Víctor Irizarry","Victor Irizarry y...su Orquesta","Virgencita del Consuelo",220.19
"Víctor Irizarry","Y seguirá con eso...?","A lo que viniste",
"Víctor Irizarry","Y seguirá con eso...?","El lio",
"Víctor Irizarry","Y seguirá con eso...?","La peladora",
"Víctor Irizarry","Y seguirá con eso...?","La vecinita",
"Víctor Irizarry","Y seguirá con eso...?","Ni tonto, ni perezoso",
"Víctor Irizarry","Y seguirá con eso...?","Qué tal",
"Víctor Irizarry","Y seguirá con eso...?","Viva la felicidad",
"Víctor Víctor","Inspiraciones","Cola",220.00
"Víctor Víctor","Inspiraciones","Confusión - La Casita",255.00
"Vitico","El chico bomba","Ando buscando",230.00
"Vitico","El chico bomba","El burrito",267.00
"Vitico","El chico bomba","El nene del swing",234.00
"Vitico","El chico bomba","El presidente",240.00
"Vitico","El chico bomba","Fuera de lo común",264.00
"Vitico","El chico bomba","Pum, pum, pum, el nene bomba",238.00
"Vitico","El chico bomba","Que niña tan linda",247.00
"Vitico","El chico bomba","Quiero a mi nena",266.00
"Vladimir Dotel","Llénate de fe","Llénate de fe",182.00
"Voz a Voz","Amante perfecta","Amante perfecta",212.00
"Voz a Voz","Amiga del dinero","Amiga del dinero",264.00
"Voz a Voz","Completamente tuyo","Completamente tuyo",192.81
"Voz a Voz","Déjame llorar","Déjame llorar",232.00
"Voz a Voz","Destiny","¿Adónde fue?",203.00
"Voz a Voz","Destiny","Amor de novelas",248.00
"Voz a Voz","Destiny","I Swear",263.00
"Voz a Voz","Destiny","Maldita soledad",171.00
"Voz a Voz","Destiny","Millas de vuelo",239.00
"Voz a Voz","Destiny","Nada de ti",206.00
"Voz a Voz","Destiny","One More Chance",191.00
"Voz a Voz","Destiny","Todo por ti",195.00
"Voz a Voz","Destiny","Un día más",235.00
"Voz a Voz","Destiny","Yo no sé",217.00
"Voz a Voz","Duele saber","Duele saber",215.04
"Voz a Voz","Duele saber","Duele saber",204.00
"Voz a Voz","El mejor perfume","El mejor perfume",186.00
"Voz a Voz","El mundo gira","Ángel",235.00
"Voz a Voz","El mundo gira","Como duele",198.00
"Voz a Voz","El mundo gira","Cuando en el silencio",211.00
"Voz a Voz","El mundo gira","Cuatro días sin ti",242.00
"Voz a Voz","El mundo gira","El mundo gira",214.00
"Voz a Voz","El mundo gira","Intro",61.00
"Voz a Voz","El mundo gira","Lloro",217.00
"Voz a Voz","El mundo gira","Me duele tanto",189.00
"Voz a Voz","El mundo gira","Me puedo enamorar",252.00
"Voz a Voz","El mundo gira","No es necesario",200.00
"Voz a Voz","El mundo gira","Quédate",242.00
"Voz a Voz","El mundo gira","Si tú te vas de mí",190.00
"Voz a Voz","En peligro de extinción","En peligro de extinción",208.00
"Voz a Voz","En presencia del futuro","Cien mil razones",253.00
"Voz a Voz","En presencia del futuro","Déjenme llorar",174.00
"Voz a Voz","En presencia del futuro","Lo que te puedo dar",269.00
"Voz a Voz","En presencia del futuro","Me juraste amor (El anillito)",217.00
"Voz a Voz","En presencia del futuro","Se fue la luz (Los poderosos)",213.00
"Voz a Voz","En presencia del futuro","Si tú no me quieres",214.00
"Voz a Voz","En presencia del futuro","Solo lloro",214.00
"Voz a Voz","En presencia del futuro","Un pedacito de Navidad",221.00
"Voz a Voz","En presencia del futuro","Un pedacito de Navidad",242.00
"Voz a Voz","Estoy muriendo","Estoy muriendo",237.00
"Voz a Voz","Estuvo aquí","Estuvo aquí",245.00
"Voz a Voz","La eterna maleta","Desesperado",241.00
"Voz a Voz","La eterna maleta","La novela",177.00
"Voz a Voz","La eterna maleta","Llora como lloré",228.00
"Voz a Voz","La eterna maleta","Nos equivocamos",241.00
"Voz a Voz","La eterna maleta","Oh no",171.00
"Voz a Voz","La eterna maleta","Raro sería",205.00
"Voz a Voz","La eterna maleta","Si entendieras",199.00
"Voz a Voz","La eterna maleta","Si yo pudiera",232.00
"Voz a Voz","La eterna maleta","Sou aquele",205.00
"Voz a Voz","La eterna maleta","Te quiero tanto",196.00
"Voz a Voz","León éxodo","Amante perfecta",212.38
"Voz a Voz","León éxodo","Borracho de amor",192.89
"Voz a Voz","León éxodo","Decirte al oido",193.63
"Voz a Voz","León éxodo","Enamorado solo",210.12
"Voz a Voz","León éxodo","Magdalena",198.86
"Voz a Voz","León éxodo","Qué te creíste tú",187.66
"Voz a Voz","León éxodo","Si me ven tomando",221.72
"Voz a Voz","Mil lágrimas","Mil lágrimas",270.00
"Voz a Voz","Soy el perdedor","Soy el perdedor",217.00
"Voz a Voz","Te necesito","Te necesito",196.00
"Voz a Voz","Un pedacito de Navidad","Un pedacito de Navidad",242.00
"Voz a Voz","Unreachables","Cien mil razones",203.00
"Voz a Voz","Unreachables","He tratado",206.00
"Voz a Voz","Unreachables","Magdalena",205.00
"Voz a Voz","Unreachables","Mamá",225.00
"Voz a Voz","Unreachables","No hay nada",202.00
"Voz a Voz","Unreachables","Otra vez",224.00
"Voz a Voz","Unreachables","Perdóname",194.00
"Voz a Voz","Unreachables","Perdóname",209.00
"Voz a Voz","Unreachables","Que pagues igual",241.00
"Voz a Voz","Unreachables","Quiéreme",225.00
"Voz a Voz","Unreachables","Te prohibieron",265.00
"Whitest Taino Alive","Choperia Fina EP","747",
"Whitest Taino Alive","Choperia Fina EP","Karl Malone",
"Whitest Taino Alive","Choperia Fina EP","Piel de Leather",
"Whitest Taino Alive","Choperia Fina EP","Poussey",
"Whitest Taino Alive","Whitest Taino Alive","Zona Oriental",186.51
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Búscame mi ropa",212.69
"Wilfrido Vargas y sus Beduinos","Pajaro choui","De repente",199.00
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Duarte, llegó la hora",278.65
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Envidia na' ma'",200.18
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Eso ya viene por ahí",257.00
"Wilfrido Vargas y sus Beduinos","Pajaro choui","La pringamosa",251.00
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Pa'l campo",195.00
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Pájaro choui",248.76
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Sansón Batalla",308.00
"Wilfrido Vargas y sus Beduinos","Pajaro choui","Selina",213.55
"Wilfrido Vargas y sus Beduinos","Wilfrido Vargas & sus Beduinos","Envidia na'má",164.00
"Xantos","La Consulta","La Consulta",213.13
"Xantos","Si la ves","Si la ves",213.00
"Xantos","Si la ves (summer French version)","Si la ves (summer French version)",213.00
"Xantos","Vibras","26 (Veintiseis)",217.00
"Xantos","Vibras","Actriz",160.00
"Xantos","Vibras","Baquiné",169.00
"Xantos","Vibras","Clásico",269.00
"Xantos","Vibras","Josea",205.00
"Xantos","Vibras","La calma",199.00
"Xantos","Vibras","Location",211.00
"Xantos","Vibras","Malas vibras",232.00
"Xantos","Vibras","Metamorfosis",227.00
"Xantos","Vibras","Mi esquema",184.00
"Xantos","Vibras","Nuevas posiciones",204.00
"Xantos","Vibras","Summer",181.00
"Xantos","Vibras","Voces 2",253.00
"Yanfourd","La traición","Droga",191.00
"Yanfourd","La traición","El dinero no compra el amor",262.00
"Yanfourd","La traición","El truquito",223.00
"Yanfourd","La traición","Gracias",259.00
"Yanfourd","La traición","Lluvia",203.00
"Yanfourd","La traición","Me basta",278.00
"Yanfourd","La traición","Mi gente",252.00
"Yanfourd","La traición","Mi gente (versión especial)",248.00
"Yanfourd","La traición","Pirata de amor",269.52
"Yanfourd","La traición","Si las paredes hablaran",218.00
"Yanfourd","La traición","Si me dejas ahora",257.00
"Yanfourd","La traición","Si tú no estás",268.00
"Yanfourd","La traición","Simplemente amigos",292.00
"Yanfourd","La traición","Tu traición",228.00
"Yoyito Cabrera","En traje de Adan / Mueveme la quija","En traje de Adan",
"Yoyito Cabrera","En traje de Adan / Mueveme la quija","Mueveme la quija",
"Yoyito Cabrera","La carne lo mato","El aguayu",
"Yoyito Cabrera","La carne lo mato","Los piojos",
"Yoyito Cabrera","La carne lo mato","Mi quisqueya",
"Yoyito Cabrera","La carne lo mato","Que no me toquen mi violin",
"Yoyito Cabrera","La carne lo mato","Si Dios no mete su mano",
"Yoyito Cabrera","La carne lo mato","Vaya con Dios",
"Zawezo Del'Patio","Como tu no hay nadie","Como tu no hay nadie",265.00
