Artist Name,Album Name,Song Name,Duration (seconds)
"CANOTO","Lost & Found (Companion Mix)","Lost & Found (Companion Mix)",1304.00
"CANOTO","Somatic Veil","Gloom",178.71
"CANOTO","Somatic Veil","Hyperconscious",185.14
"CANOTO","Somatic Veil","Locus Control",171.43
"CANOTO","Somatic Veil","Safeplace",116.61
"CANOTO","Somatic Veil","Sweet Nightmare",144.00
"CANOTO","Somatic Veil","Veil",246.86
"Carlos David","Carlos David y Orquesta Liberación","Banana",185.00
"Carlos David","Carlos David y Orquesta Liberación","Dame tu querer",227.00
"Carlos David","Carlos David y Orquesta Liberación","Esta cobardía",254.00
"Carlos David","Carlos David y Orquesta Liberación","Eterna melodía",221.00
"Carlos David","Carlos David y Orquesta Liberación","Frente a una copa de vino",226.00
"Carlos David","Carlos David y Orquesta Liberación","Las estrellas brillarán",278.00
"Carlos David","Carlos David y Orquesta Liberación","Maldito amor",271.00
"Carlos David","Carlos David y Orquesta Liberación","Pagará",254.00
"Carlos David","Carlos David y Orquesta Liberación","Tus ojos mexicanos lindos",242.00
"Carlos David","Carlos David y Orquesta Liberación","Yo te amo",268.00
"Carlos David","Esa mujer","A fuego lento",278.16
"Carlos David","Esa mujer","El gusto",276.41
"Carlos David","Esa mujer","Entonces yo me cansaré de ti",202.01
"Carlos David","Esa mujer","Esa mujer",280.69
"Carlos David","Esa mujer","La lagrimita",241.82
"Carlos David","Esa mujer","Lágrimas de amor",253.44
"Carlos David","Esa mujer","Lejos de ti",271.49
"Carlos David","Esa mujer","Solo importas tú",271.10
"Carlos Manuel","El Zafiro: 14 éxitos","Aunque me cueste la vida",163.00
"Carlos Manuel","El Zafiro: 14 éxitos","El cantante del amor",225.00
"Carlos Manuel","El Zafiro: 14 éxitos","Esa mujer a mí me gusta",283.00
"Carlos Manuel","El Zafiro: 14 éxitos","Eso no me gusta",242.00
"Carlos Manuel","El Zafiro: 14 éxitos","Española",277.00
"Carlos Manuel","El Zafiro: 14 éxitos","Himno a la alegría",182.00
"Carlos Manuel","El Zafiro: 14 éxitos","Llora corazón",231.00
"Carlos Manuel","El Zafiro: 14 éxitos","Lo que más quería",203.00
"Carlos Manuel","El Zafiro: 14 éxitos","No puedo estar sin ti",195.00
"Carlos Manuel","El Zafiro: 14 éxitos","No se que hacer",253.00
"Carlos Manuel","El Zafiro: 14 éxitos","Señora",218.00
"Carlos Manuel","El Zafiro: 14 éxitos","Tú te lo pierdes",206.00
"Carlos Manuel","El Zafiro: 14 éxitos","Volver",299.00
"Carlos Manuel","El Zafiro: 14 éxitos","Ya no sé",233.00
"Carmen Jiménez","Feliz navidad","Feliz navidad",204.17
"Carolina Camacho","Atabey","Aire libertad",353.00
"Carolina Camacho","Atabey","Congo",264.00
"Carolina Camacho","Atabey","Embeleso",229.00
"Carolina Camacho","Atabey","Ninfa de las aguas",166.00
"Carolina Camacho","Atabey","Pal' cielo",241.00
"Carolina Camacho","Atabey","Telaraña",209.00
"Charytin","Verdades desnudas","A ti",224.00
"Charytin","Verdades desnudas","Amor caliente y frío",236.00
"Charytin","Verdades desnudas","Capricho del alma",216.00
"Charytin","Verdades desnudas","Con ella o conmigo",247.00
"Charytin","Verdades desnudas","Corazón pricionero",196.00
"Charytin","Verdades desnudas","Jamás te olvidaré",216.00
"Charytin","Verdades desnudas","Mentira o verdad",260.00
"Charytin","Verdades desnudas","Nadie más que yo",228.00
"Charytin","Verdades desnudas","Ni tú, ni yo",266.00
"Charytin","Verdades desnudas","Quién y por qué",217.00
"Cherito","Cherito","Amor vital",256.00
"Cherito","Cherito","Colé 2000 (edited version)",304.00
"Cherito","Cherito","Colé 2000 (the cambio mix)",340.00
"Cherito","Cherito","Nunca tuve un amor así",254.00
"Cherito","Cherito","Si lo supieras, volverías",280.00
"Cherito","Ella quiere un pedazo","Ella quiere un pedazo",241.00
"Cherito","Que tentación","Amar es mucho más",297.00
"Cherito","Que tentación","Así es ella (Bella)",290.00
"Cherito","Que tentación","El protagonista",296.00
"Cherito","Que tentación","En esta noche sin ti",299.00
"Cherito","Que tentación","Que tentación",296.00
"Cherito","Que tentación","Si te vas te esperaré",298.00
"Cherito","Que tentación","Solo una noche",300.00
"Cherito","Que tentación","Te amaré",286.00
"Cherito","Que tentación","Te falta mi olvido",272.00
"Cherito","Que tentación","Tu cuerpo desnudo",291.00
"Cherito","Tu amor","Amor extranjero",263.00
"Cherito","Tu amor","Cualquier otro (Any Other Pool)",270.00
"Cherito","Tu amor","No eres la misma",307.00
"Cherito","Tu amor","No te arrepentirás",302.00
"Cherito","Tu amor","Perdóname (Hard to Say I'm Sorry)",249.00
"Cherito","Tu amor","Solo en ti (Only You)",296.00
"Cherito","Tu amor","Te 'ta picando",259.00
"Cherito","Tu amor","Tu amor (Last Night)",292.00
"Cherito","Vivir mi vida","Vivir mi vida",233.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Aguelita que hora son",242.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Dona Josefa",187.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Dos cosas",170.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","El pariguayo",218.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","En mi despedida",161.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","La espumita",193.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Por culpa tuya",250.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Pregunto al cielo",200.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Que puedo hacer",306.00
"Chery Jimenez y su Tercera Brigada","La banda que manda","Sube, sube",156.00
"Chiquito Team Band","La industria salsera","Por qué será",241.00
"Chiquito Team Band","Me voy a gozar la vida","Me voy a gozar la vida",235.00
"Conjunto Quisqueya","Clásicos","Clásicos (V. Larga)",546.92
"Conjunto Quisqueya","Clásicos","Los Limones",276.89
"Conjunto Quisqueya","Clásicos","María Antonia",285.76
"Conjunto Quisqueya","Clásicos","Médico Brujo",294.16
"Conjunto Quisqueya","Clásicos","Remix Clásicos (radio)",219.72
"Conjunto Quisqueya","Clásicos Navideños","Clásicos Navideños (V. Larga)",813.35
"Conjunto Quisqueya","Clásicos Navideños","Dame la Mano Paloma",302.80
"Conjunto Quisqueya","Clásicos Navideños","Medley de Navidad",253.80
"Conjunto Quisqueya","Clásicos Navideños","Navidad Que Viene y Se Va",234.77
"Conjunto Quisqueya","Clásicos Navideños","Remix Navideño (radio)",283.07
"Crispín Fernández","Licuado Vol. 1","A Charlie Parker (D.R)",261.09
"Crispín Fernández","Licuado Vol. 1","Expansión (D.R.)",266.95
"Crispín Fernández","Licuado Vol. 1","Juan Gomero II (D.R)",223.16
"Crispín Fernández","Licuado Vol. 1","La cumparsita (D.R.)",281.85
"Crispín Fernández","Licuado Vol. 1","Muchacho natural (Eden Ahbez)",255.29
"Crispín Fernández","Licuado Vol. 1","Peanuts in Tunisia (Dizzy Gillespie)",215.35
"Crispín Fernández","Licuado Vol. 1","Take the A Train (Duke Ellington+Billy Stryhorn)",282.81
"Crispín Fernández","Licuado Vol. 1","Todo de mí (Simon+Marks)",187.71
"Crispín Fernández","Licuado Vol. 2 - Caña y Algodón (Cane and Cotton)","Caña Brava (Toño Abreu)",288.57
"Crispín Fernández","Licuado Vol. 2 - Caña y Algodón (Cane and Cotton)","Carioca (Youmans, Kahn, Eliseu.)",208.80
"Crispín Fernández","Licuado Vol. 2 - Caña y Algodón (Cane and Cotton)","I´m Sorry For You",243.33
"Crispín Fernández","Licuado Vol. 2 - Caña y Algodón (Cane and Cotton)","La Miseria (Felix Lopez)",214.63
"Crispín Fernández","Licuado Vol. 2 - Caña y Algodón (Cane and Cotton)","Los Algodones (Folk. D.R.)",242.97
"Damirón","12 Hits With Damirón","De palmita a tablitas",152.61
"Damirón","12 Hits With Damirón","Potpurri no. 1",184.03
"Damirón","Bonche con Damirón","'Toy contento",
"Damirón","Bonche con Damirón","Bailemos el bimbón",
"Damirón","Bonche con Damirón","El boogie banco rojo",
"Damirón","Bonche con Damirón","El diablo suelto",
"Damirón","Bonche con Damirón","El violin de María",
"Damirón","Bonche con Damirón","Evocación Caracas vieja",
"Damirón","Bonche con Damirón","P’al autobus",
"Damirón","Bonche con Damirón","Pot-pourri",
"Damirón","Bonche con Damirón","Rock del bote",
"Damirón","Bonche con Damirón","Tema de ""Carmiña""",
"Damirón","Bonche con Damirón","Volveré",
"Daniel Monción","Decidí","Si tú te vas a.k.a. Si te vas (remix 2008)",239.00
"Darlyn y Los Herederos","Sin ti","Enomorao",240.00
"Dary Hezz","El Hezz De Las Baby's","Humilde",158.00
"Dary Hezz","El Hezz De Las Baby's","Lealtad",268.00
"Dary Hezz","El Hezz De Las Baby's","Lo Lograre",180.00
"Dary Hezz","El Hezz De Las Baby's","Millonario",224.00
"Dary Hezz","El Hezz De Las Baby's","OG",202.00
"Dary Hezz","El Hezz De Las Baby's","Seguimos Normal",191.00
"Dary Hezz","Si Se Me Da","Si Se Me Da",217.00
"David Appleton","Sol, playa y arena","Crash (Spanish remix)",210.00
"David Appleton","Sol, playa y arena","El ángel que anhele",210.00
"David Appleton","Sol, playa y arena","Lamentarás",231.00
"David Appleton","Sol, playa y arena","Más que tu amigo",238.00
"David Appleton","Sol, playa y arena","Sol, playa y arena",241.00
"David Appleton","Sol, playa y arena","Sol, playa y arena (remix)",244.00
"Deyvi Simé","Hipócrita tú","Hipócrita tú",170.00
"Donaty","Tuwi Tuwi","Tuwi Tuwi",135.00
"Egleyda Belliard","Esta es mi fe","Más que vencedor",305.00
"Egleyda Belliard","Exhibe tu gloria (pistas)","Canta canta (pista)",387.00
"Egleyda Belliard","Exhibe tu gloria (pistas)","Rey de mi ser (pista)",276.00
"Egleyda Belliard","Exhibe tu gloria (pistas)","Toda la gloria (pista)",364.00
"Egleyda Belliard","Exhibe tu gloria (pistas)","Tú eres santo (pista)",346.00
"Eklectico","Prendela","Prendela",165.00
"El Prodigio","En vivo","El comisario",332.00
"El Prodigio","En vivo","La cabesita loca",302.00
"El Prodigio","En vivo","Siento amor por ella",356.00
"El Prodigio","En vivo","Tatico llorando",470.00
"El Prodigio","En vivo","Voy a jugar mi pollo",327.00
"El Prodigio","En vivo","Yo me la llevo",360.00
"El Prodigio","Que se vaya","Perdí tu amigo",278.24
"El Trio","La Blanca Y La Gris","Canción De Los Muertos",336.00
"El Trio","La Blanca Y La Gris","Canción De Paloma",356.00
"El Trio","La Blanca Y La Gris","Del Desierto",423.00
"El Trio","La Blanca Y La Gris","Dos Grandes",312.00
"El Trio","La Blanca Y La Gris","Jessica Saca La Lengua",286.00
"El Trio","La Blanca Y La Gris","Juan Quiere Venderla",161.00
"El Trio","La Blanca Y La Gris","La Necia",494.00
"El Trio","La Blanca Y La Gris","La Verdad",403.00
"El Trio","La Blanca Y La Gris","No E Como Ante",316.00
"El Trio","La Blanca Y La Gris","Sangre Del Corazón",269.00
"El Trio","La Blanca Y La Gris","Sólo En Canción",291.00
"El Trio","La Blanca Y La Gris","Vicio",292.00
"El Trio","Las Manos","Buenas Noches",
"El Trio","Las Manos","Canción Sin Nombre",
"El Trio","Las Manos","Canterbule Pt. III",
"El Trio","Las Manos","Desconectar",
"El Trio","Las Manos","Fuentes",
"El Trio","Las Manos","No Somo Indio",
"El Trio","Las Manos","Ojo Artificial",
"El Trio","Las Manos","Reir Pa No Llorar",
"El Trio","Las Manos","Tanto Amor",
"El Trio","Las Manos","Uanabi",
"El Trio","Leña!!! En vivo","A medio vivir",385.75
"El Trio","Leña!!! En vivo","Canción de Lulú",422.72
"El Trio","Leña!!! En vivo","Canción sin nombre",315.21
"El Trio","Leña!!! En vivo","Crisálida",358.87
"El Trio","Leña!!! En vivo","Dos grandes",328.10
"El Trio","Leña!!! En vivo","La verdad",454.93
"El Trio","Leña!!! En vivo","No somo indio",279.38
"El Trio","Leña!!! En vivo","Ojo artificial",322.20
"El Trio","Leña!!! En vivo","Sangre del corazón",328.00
"El Trio","Leña!!! En vivo","Tanto amor",199.89
"El Trio","Leña!!! En vivo","Te quiero para",298.57
"El Trio","Leña!!! En vivo","Verde azul",255.03
"El Trio","Leña!!! En vivo","Vicio",297.12
"Elenita Santos","Piensa en mí","Cristal",
"Elenita Santos","Piensa en mí","Dónde estarás mi vida",
"Elenita Santos","Piensa en mí","Española",
"Elenita Santos","Piensa en mí","Mariquilla",
"Elenita Santos","Piensa en mí","Mi noche fatal",
"Elenita Santos","Piensa en mí","Nosotros",
"Elenita Santos","Piensa en mí","Para que te lo voy a decir",
"Elenita Santos","Piensa en mí","Piensa en mí",
"Elenita Santos","Piensa en mí","Por la vuelta",
"Elenita Santos","Piensa en mí","Qué bobo",
"Elenita Santos","Piensa en mí","Sin tu amor",
"Enerolisa Núñez","Palo santo","Palo santo",177.02
"Expresión Joven","Obrero acepta mi mano","Acudiran al llamado",
"Expresión Joven","Obrero acepta mi mano","Cuando tenga la tierra",
"Expresión Joven","Obrero acepta mi mano","Jose mirate",
"Expresión Joven","Obrero acepta mi mano","Madre",
"Expresión Joven","Obrero acepta mi mano","Mariposas",
"Expresión Joven","Obrero acepta mi mano","Obrero acepta mi mano",
"Expresión Joven","Obrero acepta mi mano","Pueblo mio",
"Fausto Rey","La responsabilidad","Encadenada (Encabulada)",281.00
"Fefita la Grande","En vivo, Volume 2","Acordándome de ti",279.76
"Fefita la Grande","En vivo, Volume 2","Agua de tu fuente",370.80
"Fefita la Grande","En vivo, Volume 2","Consagración de cariño",357.80
"Fefita la Grande","En vivo, Volume 2","El pequeñuelo",339.07
"Fefita la Grande","En vivo, Volume 2","La balacera",363.36
"Fefita la Grande","En vivo, Volume 2","María la del padre",310.07
"Fernando Echavarría","...Lunas y sueños","Kocorícamo",
"Fernando Echavarría","...Lunas y sueños","Mueve negra",
"Fernando Echavarría","...Lunas y sueños","Sóplame",
"Fernando Echavarría","...Lunas y sueños","Ula-ulé",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Bajo la lluvia",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Cómo poder vivir",
"Fernando Echavarría","Fernando Echavarría y La Familia André","El pregón",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Lo prohibido",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Nada",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Pepe, el gomero",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Triste decisión (Mi macuto)",
"Fernando Echavarría","Fernando Echavarría y La Familia André","Veneno",
"Fernando Echavarría","La Familia André, vol. 2","La algarabía",238.00
"Fernando Echavarría","La Familia André, vol. 2","Un Padrenuestro en la playa",364.00
"Fernando Echavarría","Pititijinqui","¡Ay! Pandora",278.19
"Fernando Echavarría","Pititijinqui","África",258.00
"Fernando Echavarría","Pititijinqui","Allí se esconde tu veneno",268.00
"Fernando Echavarría","Pititijinqui","Cayó la lluvia",256.00
"Fernando Echavarría","Pititijinqui","Medley fuson",451.00
"Fernando Echavarría","Sobran razones","Panela (8:00 p.m.)",213.00
"Flow 28","Dale Paca","Dale Paca",146.00
"Fritz","Distinto","Hora de cambiar",210.00
"Fritz","Distinto","Mito urbano",330.00
"Fritz","Hora de cambiar","Aquella melodía",292.00
"Fritz","Hora de cambiar","Ayer, hoy, mañana",253.00
"Fritz","Hora de cambiar","Cuando el silencio se adueñó de mí",226.00
"Fritz","Hora de cambiar","Del otro lado del sol",156.00
"Fritz","Hora de cambiar","Destino",142.00
"Fritz","Hora de cambiar","Dulce pop rock",242.00
"Fritz","Hora de cambiar","Esperando escuchar tu voz",98.00
"Fritz","Hora de cambiar","Mi bonita",258.00
"Fritz","Hora de cambiar","No te vayas",129.00
"Fritz","Hora de cambiar","Picara",173.00
"Fritz","Insomnia","Cual noche",251.00
"Fritz","Insomnia","Dulce piel",258.00
"Fritz","Insomnia","Imprevistos",301.00
"Fritz","Insomnia","No te conozco",214.00
"Fritz","Insomnia","She's Beautiful",254.00
"Fritz","Insomnia","Something Simple",246.00
"Fritz","Misión: Secreta...","Al destino y al viento",215.00
"Fritz","Misión: Secreta...","Anabel",172.00
"Fritz","Misión: Secreta...","Este lugar",224.00
"Fritz","Misión: Secreta...","From Now On...",224.00
"Fritz","Misión: Secreta...","Mañana",151.00
"Fritz","Misión: Secreta...","Mar de dudas",179.00
"Fritz","Misión: Secreta...","Misión: Secreta...",179.00
"Fritz","Misión: Secreta...","Pensando en ti...",190.00
"Fritz","Misión: Secreta...","Verdad relativa",149.00
"Fritz","Misión: Secreta...","Waristokin'",189.00
"Fritz","The Power in You","The Power in You",204.00
"Gabriel Pagán","No pasa de moda","No pasa de moda",167.69
"Gabriel Pagán","Playa y arena","Playa y arena",195.71
"Gabriel Pagán","Playa y arena (remix)","Playa y arena (remix)",237.04
"Gabriel Pagán","Rio","Rio",212.64
"GDA El Unico","Como Duermes Remix","Como Duermes Remix",201.00
"GDA El Unico","La gaveta, vol. 1","Devuelta al juego",199.00
"Grunjeo","Plan (demo)","Plan (demo)",220.00
"Henry Hierro","Rosa blanca (Loko Velocet remix)","Rosa blanca (Loko Velocet remix instrumental)",173.34
"Henry Hierro","Rosa blanca (Loko Velocet remix)","Rosa blanca (Loko Velocet remix)",173.34
"Henry Jiménez","It's About Time (Ya era hora)","Killing Me Softly",258.00
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Acelerando",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Bambaraquiti",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Canilla na' ma'",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Cosas y cositas",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","El piojo y la pulga",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Espérame allá",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","La primavera",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Marinita",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Mi conjunto",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Mosaico no. 1",
"Hugo Pérez y sus Quisqueyanos Modernos","Acelerando","Por avión",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","El clavo",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","El solterito",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","El último beso",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","El week-end y el pesacador",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Llorarás",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Los desafinados",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Los h'nos Pinzones",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Pata e' catre",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Por odio",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Siete hijos",
"Hugo Pérez y sus Quisqueyanos Modernos","Algo diferente","Subiendo y bajando",
"Ilegales","2 grandes voces de la fiesta latina","Amor platónico",187.00
"Ilegales","2 grandes voces de la fiesta latina","Another Night",329.84
"Ilegales","2 grandes voces de la fiesta latina","El tiburón",301.77
"Ilegales","2 grandes voces de la fiesta latina","Esta pega'o",283.00
"Ilegales","Aló! bebé!","Aló! bebé!",190.00
"Ilegales","Baila (remixes)","Baila (bilingual version)",237.00
"Ilegales","Baila (remixes)","Baila (club mix)",375.00
"Ilegales","Baila (remixes)","Baila (original mix)",229.00
"Ilegales","Baila (remixes)","Baila (radio mix)",237.00
"Ilegales","Chucuchá (French remix)","Chucuchá (French remix)",221.00
"Ilegales","En la mira","Intro",62.00
"Ilegales","Frente a frente","A que te pego mi manía",246.72
"Ilegales","Frente a frente","Como baila",263.00
"Ilegales","Frente a frente","Me miras y te miro",291.00
"Ilegales","Frente a frente","Niña bonita",260.07
"Ilegales","Frente a frente","Sensual",286.00
"Ilegales","Hecho en el patio","Ya no toy pa' eso (remix)",206.33
"Ilegales","In the Room","Como tú",227.00
"Ilegales","In the Room","Dime por qué",191.00
"Ilegales","In the Room","Intro",11.00
"Ilegales","In the Room","La maquinita",224.00
"Ilegales","In the Room","Mientras tanto",234.00
"Ilegales","In the Room","Money",193.00
"Ilegales","In the Room","No queda nada",279.00
"Ilegales","In the Room","No queda nada",246.00
"Ilegales","In the Room","Por ti",240.00
"Ilegales","In the Room","Pum pum",233.00
"Ilegales","In the Room","Tanto dolor",240.00
"Ilegales","In the Room","Tú deberías",220.00
"Ilegales","In the Room","Una vueltecita",245.00
"Ilegales","Inagotable","A ritmo de mi corazón",204.00
"Ilegales","Inagotable","Bájale 2",184.00
"Ilegales","Inagotable","Cosquilleo",186.00
"Ilegales","Inagotable","No me hables de amor",189.00
"Ilegales","Inagotable","Pasarla bien",189.00
"Ilegales","Inagotable","Ta' hecha",179.00
"Ilegales","Inagotable","Very Good",204.00
"Ilegales","La Fiesta","AM",171.51
"Ilegales","La Fiesta","Borracho",158.14
"Ilegales","La Fiesta","En Tu Playa",169.55
"Ilegales","La Fiesta","Estrella",167.48
"Ilegales","La Fiesta","La Fiesta",194.49
"Ilegales","La Fiesta","Mal Acostumbrado",176.78
"Ilegales","La Fiesta","Open",179.94
"Ilegales","La morena (Burn It Up)","La morena (Burn It Up) (Candela dub)",259.00
"Ilegales","La morena (Burn It Up)","La morena (Burn It Up) (Cibola edit)",240.00
"Ilegales","La morena (Burn It Up)","La morena (Burn It Up) (Cibola remix)",338.00
"Ilegales","La morena (Burn It Up)","La morena (Burn It Up) (Czr's Nocturnal dub)",337.00
"Ilegales","La morena (Burn It Up)","La morena (Burn It Up) (Eddie A.'s main mix)",302.00
"Ilegales","La república","Cógelo suave",197.00
"Ilegales","La república","Pa' lo' olvidadizo",184.00
"Ilegales","Matando en la calle","Matando en la calle",206.00
"Ilegales","Meneo","Meneo",169.00
"Ilegales","Mix Ilegales","Mix Ilegales: Fiesta caliente / La morena / Las mujeres / Taqui taqui / Como un trueno / Sueño contigo / A que te pongo / Solo te quiero amar / Solo tú / Chucuchá",677.45
"Ilegales","Otra atmósfera","En alta",179.00
"Ilegales","Pasarla bien","Pasarla bien",188.00
"Ilegales","Remixes","Sueño contigo (Dreaming of You)",275.00
"Ilegales","Remixes","Sueño contigo (Dreaming of You)",408.00
"Ilegales","Remixes","Ultimix: La morena / Fiesta caliente / Lo que quiere mi gente / A que te pongo / La morena",282.00
"Ilegales","Sueño contigo (Dreaming of You)","Sueño contigo (Dreaming of You) (Hexs' extended Fiesta mix - English)",458.93
"Ilegales","Sueño contigo (Dreaming of You)","Sueño contigo (Dreaming of You) (Hexs' extended Fiesta mix - Spanish)",462.31
"Ilegales","Sueño contigo (Dreaming of You)","Sueño contigo (Dreaming of You) (Roger S' radio mix)",257.53
"Ilegales","Sueño contigo (Dreaming of You)","Sueño contigo (Dreaming of You) (Spanish)",279.23
"Ilegales","Taqui-taqui: The Norty Cotto mixes","Taqui-taqui (Key club dub)",422.00
"Ilegales","Taqui-taqui: The Norty Cotto mixes","Taqui-taqui (NRG Crossunder vocal)",415.00
"Ilegales","The Best of: Ultimate Collection","Beat It With Your Rhythm Stick",185.00
"Ilegales","Video Hits","Tu recuerdo (Detrás de las cámaras)",
"Ilegales","Video Hits","Una copa de licor (versión alternativa)",200.00
"Ilegales","Yo no soy un monstruo (latin club remix)","Yo no soy un monstruo (latin club remix)",206.00
"Índigo","Dime si voy","Dime si voy",
"Índigo","Freestyle","Freestyle",
"Jairo Frías","Amanecer","Amanecer",229.00
"Jairo Puello","Tú eres excelso","Bendeciré a Jehová",162.00
"Jairo Puello","Tú eres excelso","Como no podrá salvar",329.00
"Jairo Puello","Tú eres excelso","De eternidad a eternidad",268.00
"Jairo Puello","Tú eres excelso","Escudríñame",187.00
"Jairo Puello","Tú eres excelso","Lo debo al Señor",273.00
"Jairo Puello","Tú eres excelso","Lo mejor de mí",226.00
"Jairo Puello","Tú eres excelso","Por ti",207.00
"Jairo Puello","Tú eres excelso","Sacrificio vivo",271.00
"Jairo Puello","Tú eres excelso","Sigue adelante",188.00
"Jairo Puello","Tú eres excelso","Tú eres excelso",214.00
"Jandy Ventura","A paso fino","Por la fulana de tal",198.09
"Jandy Ventura","Pa' que lo baile así (remix)","Pa' que lo baile así (remix)",266.20
"Jandy Ventura","Se van","Se van",230.45
"Joan Soriano","Me decidí","Youlanda",262.37
"Joan Soriano","Vocales de amor","No me importa que murmuren",195.15
"Joan Soriano","Vocales de amor","No tengo corazón",257.99
"Joan Soriano","Vocales de amor","Sin tu amor no soy feliz",251.83
"Jochy Hernández","La figura","Amor sincero",
"Jochy Hernández","La figura","Es mejor decir adiós",
"Jochy Hernández","La figura","Lo sabes bien",
"Jochy Hernández","La figura","Los condes",
"Jochy Hernández","La figura","Ojitos negros",
"Jochy Hernández","La figura","Ojos azules",
"Jochy Hernández","La figura","Porque hemos cambiado",
"Joe Veras","Acéptame como soy","El manique",328.21
"Joe Veras","Acéptame como soy","Mi merengue",355.96
"Joe Veras","Simplemente","Merengue chapiao",295.00
"José El Calvo","Ma pesa que nunca","La viejera",205.60
"José El Calvo","Típico y algo más","Que liberen las mujeres a.k.a. que se gobiernen las mujeres",224.00
"José Manuel Calderón","En un caracol / La niña doña María","En un caracol",
"José Manuel Calderón","En un caracol / La niña doña María","La niña doña María",
"Joseíto Mateo","Baile","A Baracoa me voy",
"Joseíto Mateo","Baile","Anoche soñe",
"Joseíto Mateo","Baile","Borinqueña",
"Joseíto Mateo","Baile","Carmen",
"Joseíto Mateo","Baile","Conozco tu pasado",
"Joseíto Mateo","Baile","El amargado",
"Joseíto Mateo","Baile","Estoy amargado",
"Joseíto Mateo","Baile","Fui",
"Joseíto Mateo","Baile","La vacuna",
"Joseíto Mateo","Baile","Perjura",
"Joseíto Mateo","Baile","Si me agarras gozas",
"Joseíto Mateo","Baile","Tienen melao",
"Joseíto Mateo","Canta pa'lante y pa'tras","La fiesta de los monos",
"Joseíto Mateo","Canta pa'lante y pa'tras","La secretaria",
"Joseíto Mateo","Canta pa'lante y pa'tras","La yerbita",
"Joseíto Mateo","Canta pa'lante y pa'tras","Un domingo sin ti",
"Joseíto Mateo","Después te explicio / Pa' encima Colombia","Después te explicio",
"Joseíto Mateo","Después te explicio / Pa' encima Colombia","Pa' encima Colombia",
"Joseíto Mateo","El merengón","El cariñoso",
"Joseíto Mateo","El merengón","El picoteao",
"Joseíto Mateo","El merengón","Jesucristo",
"Joseíto Mateo","El merengón","Madora",
"Joseíto Mateo","El merengón","Mangulina pa' ti",
"Joseíto Mateo","El merengón","Mi hijo y yo",
"Joseíto Mateo","El merengón","Para olvidarme de ti",
"Joseíto Mateo","El merengón","Pudiera ser",
"Joseíto Mateo","El merengón","Todos borrachos",
"Joseíto Mateo","El pegao / El pájaro loco","El pájaro loco",
"Joseíto Mateo","El pegao / El pájaro loco","El pegao",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Bailala hasta las dos",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Birina",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Caliente",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Cuando yo muera",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Cumbia pa' gozar",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","El pegao",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","La mujer cariñosa",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","La patrulla",
"Joseíto Mateo","Joseíto Mateo con Rafael Solano y sus Amigos","Qué grande es el amor",
